paper_id,title,pub_date,journal,abstract
paper_795070b9eb,Engineering Single-Cell Multiomics,2024-11-07,BioRxiv,Reports improvements in throughput using ML optimisation.
paper_3777fefe8e,Engineering Battery Chemistry,2018-04-15,Science Advances,Reports improvements in safety using microfabrication.
paper_2b8145eefc,Towards Ultrafast Li-Ion Charging,2012-09-11,J. Med. Chem.,Reports improvements in stability using ML optimisation.
paper_b7ab202711,Benchmarking Bioreactor Control,2015-11-15,medRxiv,Reports improvements in safety using closed-loop control.
paper_592410a17d,Towards Wearable Health Sensors,2024-08-11,Nature Communications,Reports improvements in safety using closed-loop control.
paper_b360e87600,Towards Mrna Therapeutics,2014-05-22,J. Med. Chem.,Reports improvements in safety using microfabrication.
paper_6d4d051d60,A study of Mrna Therapeutics,2015-12-28,BioRxiv,Reports improvements in throughput using microfabrication.
paper_a44229fd28,Engineering Photovoltaic Perovskites,2019-04-29,medRxiv,Reports improvements in safety using novel reagent.
paper_0628459539,Benchmarking Ultrafast Li-Ion Charging,2013-09-10,J. Med. Chem.,Reports improvements in safety using novel reagent.
paper_2b12707d6a,A study of Diagnostic Imaging,2021-06-17,BioRxiv,Reports improvements in yield using novel reagent.
paper_784713d727,Benchmarking Photovoltaic Perovskites,2014-02-17,Nature Communications,Reports improvements in throughput using ML optimisation.
paper_1be093a51e,Engineering Bioreactor Control,2017-08-30,Science Advances,Reports improvements in efficacy using novel reagent.
paper_d4be5949cd,Towards Photovoltaic Perovskites,2013-11-05,BioRxiv,Reports improvements in efficacy using novel reagent.
paper_2b28fe4261,Towards Biosensors,2025-02-19,IEEE TBME,Reports improvements in efficacy using ML optimisation.
paper_9c0a852f42,Towards Battery Chemistry,2024-09-04,Sci Reports,Reports improvements in safety using ML optimisation.
paper_f362dc9175,On Single-Cell Multiomics,2020-08-09,Science Advances,Reports improvements in stability using closed-loop control.
paper_6fc4e5a2e1,Towards Robotic Prosthetics,2016-07-17,BioRxiv,Reports improvements in stability using novel reagent.
paper_3eac620a8e,Engineering Bioreactor Control,2020-05-01,Science Advances,Reports improvements in yield using closed-loop control.
paper_6c9e2b73c1,Engineering Microfluidics,2018-11-25,Nature Communications,Reports improvements in safety using microfabrication.
paper_61a3f807db,Benchmarking Bioprinting,2012-01-19,Science Advances,Reports improvements in safety using novel reagent.
paper_67349b6a4f,Benchmarking Lab-On-A-Chip,2021-04-27,BioRxiv,Reports improvements in throughput using microfabrication.
paper_937c8785d0,A study of Lab-On-A-Chip,2019-10-06,Sci Reports,Reports improvements in yield using ML optimisation.
paper_3907c6a91f,Engineering Ai-Driven Medicinal Chemistry,2013-09-21,Nature Communications,Reports improvements in efficacy using closed-loop control.
paper_e4a02b106e,On Single-Cell Multiomics,2012-10-17,Nature Communications,Reports improvements in efficacy using microfabrication.
paper_edca5a8a94,Benchmarking Robotic Prosthetics,2013-03-13,Sci Reports,Reports improvements in yield using novel reagent.
paper_b73618a202,Towards Biosensors,2018-10-05,BioRxiv,Reports improvements in stability using microfabrication.
paper_b3bdfcb1ee,A study of Gene Editing (Crispr),2012-04-28,Science Advances,Reports improvements in throughput using closed-loop control.
paper_617f96fecc,A study of Microfluidics,2011-04-24,medRxiv,Reports improvements in yield using novel reagent.
paper_de04e48db6,Towards Bioreactor Control,2011-07-25,BioRxiv,Reports improvements in throughput using ML optimisation.
paper_c4959f1009,Benchmarking Gene Editing (Crispr),2017-08-02,Nature Communications,Reports improvements in stability using microfabrication.
paper_4166541400,Engineering Single-Cell Multiomics,2015-11-25,medRxiv,Reports improvements in efficacy using ML optimisation.
paper_9b0b9e41ad,On Single-Cell Multiomics,2023-10-13,J. Med. Chem.,Reports improvements in throughput using ML optimisation.
paper_f027471b74,Benchmarking Bioreactor Control,2020-02-02,IEEE TBME,Reports improvements in stability using microfabrication.
paper_3fb8ce04cc,Towards Car-T Manufacturing,2018-11-25,BioRxiv,Reports improvements in stability using novel reagent.
paper_a3bb5c62ad,Engineering Diagnostic Imaging,2021-12-08,J. Med. Chem.,Reports improvements in efficacy using novel reagent.
paper_7a5091eb27,Towards Microfluidics,2021-09-23,Nature Communications,Reports improvements in stability using novel reagent.
paper_c6d9f43244,On Battery Chemistry,2016-01-16,Science Advances,Reports improvements in safety using microfabrication.
paper_28f22c45da,On Gene Editing (Crispr),2020-12-13,BioRxiv,Reports improvements in yield using microfabrication.
paper_7c8313d95c,Towards Lab-On-A-Chip,2015-01-01,medRxiv,Reports improvements in throughput using novel reagent.
paper_45b05775aa,On Bioreactor Control,2020-05-05,Science Advances,Reports improvements in stability using novel reagent.
paper_c247a8368f,Benchmarking Bioprinting,2014-09-12,J. Med. Chem.,Reports improvements in safety using ML optimisation.
paper_4df0fd4f91,Benchmarking Protein Engineering,2015-09-14,Nature Communications,Reports improvements in safety using closed-loop control.
paper_556be64574,A study of Solid-State Cooling,2020-11-14,medRxiv,Reports improvements in efficacy using closed-loop control.
paper_9b959cc05b,A study of Protein Engineering,2021-11-09,BioRxiv,Reports improvements in efficacy using microfabrication.
paper_51592742d5,On Biosensors,2012-09-28,Nature Communications,Reports improvements in efficacy using novel reagent.
paper_402f205834,A study of Biosensors,2015-11-21,Nature Communications,Reports improvements in efficacy using closed-loop control.
paper_96031d4c22,On Biosensors,2018-11-20,J. Med. Chem.,Reports improvements in safety using novel reagent.
paper_4279736fc2,Towards Ai-Driven Medicinal Chemistry,2021-01-23,Science Advances,Reports improvements in safety using ML optimisation.
paper_34a958b70c,Benchmarking Car-T Manufacturing,2022-11-13,IEEE TBME,Reports improvements in throughput using microfabrication.
paper_84bcb9a3c8,Engineering Diagnostic Imaging,2017-06-22,Nature Communications,Reports improvements in throughput using ML optimisation.
paper_005bdf5c8f,Engineering Wearable Health Sensors,2021-09-16,Science Advances,Reports improvements in stability using closed-loop control.
paper_dbc2a02750,Benchmarking Protein Engineering,2010-08-07,Science Advances,Reports improvements in efficacy using ML optimisation.
paper_78a60a41cc,Benchmarking Diagnostic Imaging,2024-11-13,medRxiv,Reports improvements in yield using closed-loop control.
paper_18947d8134,Engineering Nanopore Sequencing,2020-07-23,J. Med. Chem.,Reports improvements in efficacy using closed-loop control.
paper_2e5fe19558,Engineering Bioreactor Control,2018-02-05,J. Med. Chem.,Reports improvements in stability using novel reagent.
paper_4296c2b55e,Towards Graphene Membranes,2014-03-16,J. Med. Chem.,Reports improvements in safety using closed-loop control.
paper_91fa2fecd6,Benchmarking Nanopore Sequencing,2021-12-13,Sci Reports,Reports improvements in safety using closed-loop control.
paper_fbae7645b8,Towards Lab-On-A-Chip,2013-02-24,Nature Communications,Reports improvements in efficacy using novel reagent.
paper_474acd3f07,Benchmarking Gene Editing (Crispr),2018-02-18,Science Advances,Reports improvements in throughput using microfabrication.
paper_2946859035,A study of Nanopore Sequencing,2024-09-12,IEEE TBME,Reports improvements in throughput using ML optimisation.
paper_a84e0f40c6,A study of Wearable Health Sensors,2010-12-15,BioRxiv,Reports improvements in stability using novel reagent.
paper_44d9b00dd8,A study of Ai-Driven Medicinal Chemistry,2025-04-30,medRxiv,Reports improvements in efficacy using microfabrication.
paper_39d5ca2f36,Towards Battery Chemistry,2017-02-18,Nature Communications,Reports improvements in throughput using ML optimisation.
paper_854943ceed,Towards Robotic Prosthetics,2011-03-30,medRxiv,Reports improvements in efficacy using closed-loop control.
paper_da3a8f0b73,Benchmarking Graphene Membranes,2014-06-15,J. Med. Chem.,Reports improvements in throughput using closed-loop control.
paper_3ac6cee501,On Solid-State Cooling,2019-07-08,Sci Reports,Reports improvements in efficacy using microfabrication.
paper_db607008ff,Benchmarking Graphene Membranes,2021-06-26,J. Med. Chem.,Reports improvements in yield using novel reagent.
paper_d6e473a53d,Benchmarking Biosensors,2014-10-25,BioRxiv,Reports improvements in yield using microfabrication.
paper_108d44b094,Towards Nanopore Sequencing,2025-02-17,medRxiv,Reports improvements in yield using microfabrication.
paper_6fbda9becc,Engineering Protein Engineering,2011-06-23,Science Advances,Reports improvements in efficacy using novel reagent.
paper_0236bceb59,On Gene Editing (Crispr),2017-08-15,medRxiv,Reports improvements in stability using microfabrication.
paper_c016999db7,Towards Biosensors,2012-07-21,J. Med. Chem.,Reports improvements in safety using microfabrication.
paper_f5fd6dc1f8,Benchmarking Nanopore Sequencing,2024-09-28,medRxiv,Reports improvements in safety using microfabrication.
paper_8c06c437f8,Engineering Lab-On-A-Chip,2010-11-03,Science Advances,Reports improvements in safety using ML optimisation.
paper_50c85eff25,Benchmarking Graphene Membranes,2023-07-27,J. Med. Chem.,Reports improvements in throughput using ML optimisation.
paper_a0898c2447,Towards Nanopore Sequencing,2020-03-18,Nature Communications,Reports improvements in efficacy using closed-loop control.
paper_426ef180e1,Engineering Ai-Driven Medicinal Chemistry,2016-08-13,J. Med. Chem.,Reports improvements in stability using microfabrication.
paper_060a9106dc,A study of Bioprinting,2013-08-25,Nature Communications,Reports improvements in stability using microfabrication.
paper_e8e4ea95ec,Benchmarking Nanopore Sequencing,2015-09-22,medRxiv,Reports improvements in efficacy using ML optimisation.
paper_90bd717156,Benchmarking Solid-State Cooling,2018-08-19,medRxiv,Reports improvements in stability using ML optimisation.
paper_371f1814b9,Engineering Biosensors,2023-08-14,medRxiv,Reports improvements in efficacy using microfabrication.
paper_82bba62f1b,Towards Microfluidics,2020-12-17,Science Advances,Reports improvements in safety using microfabrication.
paper_6d2382b478,On Gene Editing (Crispr),2013-07-20,Science Advances,Reports improvements in stability using closed-loop control.
paper_5db08c8fc3,On Wearable Health Sensors,2014-03-13,medRxiv,Reports improvements in stability using ML optimisation.
paper_e99ba89818,Towards Ultrafast Li-Ion Charging,2012-08-18,IEEE TBME,Reports improvements in throughput using microfabrication.
paper_8dd79ac8f9,On Gene Editing (Crispr),2015-08-18,BioRxiv,Reports improvements in stability using ML optimisation.
paper_771e641481,Benchmarking Car-T Manufacturing,2016-02-28,BioRxiv,Reports improvements in stability using ML optimisation.
paper_248e8462ef,Towards Lab-On-A-Chip,2015-06-11,Nature Communications,Reports improvements in stability using microfabrication.
paper_462390c239,On Lab-On-A-Chip,2014-10-07,J. Med. Chem.,Reports improvements in stability using novel reagent.
paper_b0d8c517cf,Engineering Gene Editing (Crispr),2010-04-15,Sci Reports,Reports improvements in yield using closed-loop control.
paper_47d25058a6,Towards Wearable Health Sensors,2017-02-26,J. Med. Chem.,Reports improvements in efficacy using microfabrication.
paper_c8c70dbd29,Engineering Single-Cell Multiomics,2010-09-12,J. Med. Chem.,Reports improvements in yield using novel reagent.
paper_421be41acc,Engineering Ultrafast Li-Ion Charging,2018-10-26,Science Advances,Reports improvements in safety using ML optimisation.
paper_f62ecc24ae,Engineering Biosensors,2018-05-05,Science Advances,Reports improvements in safety using ML optimisation.
paper_b2c310be34,Towards Gene Editing (Crispr),2017-09-19,IEEE TBME,Reports improvements in throughput using novel reagent.
paper_65bb2a4db8,On Photovoltaic Perovskites,2017-07-15,Sci Reports,Reports improvements in safety using closed-loop control.
paper_dc99e7c019,On Single-Cell Multiomics,2022-04-10,Nature Communications,Reports improvements in stability using closed-loop control.
paper_2f93eed686,Benchmarking Ultrafast Li-Ion Charging,2015-02-08,Sci Reports,Reports improvements in yield using novel reagent.
paper_ac4aa02bc4,Engineering Lab-On-A-Chip,2018-09-23,BioRxiv,Reports improvements in stability using novel reagent.
paper_6db392a819,Benchmarking Mrna Therapeutics,2014-10-25,BioRxiv,Reports improvements in safety using novel reagent.
paper_e8c02d3fec,Engineering Nanopore Sequencing,2020-01-30,medRxiv,Reports improvements in yield using ML optimisation.
paper_8f5b6067b7,A study of Mrna Therapeutics,2022-08-23,Science Advances,Reports improvements in yield using microfabrication.
paper_ecf6d8f4ca,Towards Diagnostic Imaging,2014-09-01,Nature Communications,Reports improvements in throughput using microfabrication.
paper_f984df3a86,Engineering Single-Cell Multiomics,2025-10-29,J. Med. Chem.,Reports improvements in yield using closed-loop control.
paper_3a8d220680,Towards Diagnostic Imaging,2021-06-24,J. Med. Chem.,Reports improvements in yield using closed-loop control.
paper_c944b423f0,Towards Nanopore Sequencing,2013-06-28,J. Med. Chem.,Reports improvements in efficacy using microfabrication.
paper_8fd31dedb8,Benchmarking Robotic Prosthetics,2023-03-24,IEEE TBME,Reports improvements in throughput using novel reagent.
paper_55ea9452dd,Engineering Robotic Prosthetics,2015-02-26,BioRxiv,Reports improvements in safety using closed-loop control.
paper_c1b4f72c60,Towards Graphene Membranes,2022-06-02,Science Advances,Reports improvements in yield using microfabrication.
paper_80ffa3dc40,On Battery Chemistry,2011-03-14,IEEE TBME,Reports improvements in efficacy using novel reagent.
