patent_id,title,filing_date,assignee,abstract,claims
pat_973baa3e12,Composition for photovoltaic perovskites,2009-10-21,MedDevice Corp,Claims a method improving selectivity using nanoporous films.,"[""Claim 1: control algorithm ..."", ""Claim 2: system integration ..."", ""Claim 3: control algorithm ..."", ""Claim 4: system integration ..."", ""Claim 5: system integration ..."", ""Claim 6: method step ..."", ""Claim 7: method step ..."", ""Claim 8: composition ..."", ""Claim 9: control algorithm ..."", ""Claim 10: system integration ..."", ""Claim 11: method step ..."", ""Claim 12: control algorithm ...""]"
pat_3c0a177001,Method for protein engineering,2009-11-30,SpinOut Biotech,Claims a method improving yield using microchannels.,"[""Claim 1: composition ..."", ""Claim 2: composition ..."", ""Claim 3: composition ..."", ""Claim 4: method step ..."", ""Claim 5: composition ..."", ""Claim 6: control algorithm ..."", ""Claim 7: composition ..."", ""Claim 8: composition ...""]"
pat_b9fe155ba7,System for bioreactor control,2009-07-18,OmicsCore SA,Claims a novel apparatus improving selectivity using ML control.,"[""Claim 1: system integration ..."", ""Claim 2: composition ..."", ""Claim 3: method step ..."", ""Claim 4: method step ..."", ""Claim 5: system integration ..."", ""Claim 6: composition ..."", ""Claim 7: composition ..."", ""Claim 8: composition ..."", ""Claim 9: method step ..."", ""Claim 10: method step ..."", ""Claim 11: composition ...""]"
pat_c1214e75d5,System for nanopore sequencing,2010-09-04,SpinOut Biotech,Claims a novel apparatus improving stability using optimized buffer.,"[""Claim 1: system integration ..."", ""Claim 2: method step ..."", ""Claim 3: control algorithm ..."", ""Claim 4: method step ..."", ""Claim 5: system integration ..."", ""Claim 6: composition ..."", ""Claim 7: control algorithm ..."", ""Claim 8: composition ..."", ""Claim 9: control algorithm ..."", ""Claim 10: control algorithm ...""]"
pat_ee80f92bb8,Method for protein engineering,2008-08-28,DeepMaterials Inc,Claims a composition improving stability using ML control.,"[""Claim 1: composition ..."", ""Claim 2: composition ..."", ""Claim 3: method step ..."", ""Claim 4: system integration ..."", ""Claim 5: method step ..."", ""Claim 6: method step ...""]"
pat_774ad23843,Method for CAR-T manufacturing,2018-11-08,SpinOut Biotech,Claims a method improving yield using optimized buffer.,"[""Claim 1: composition ..."", ""Claim 2: method step ..."", ""Claim 3: method step ..."", ""Claim 4: control algorithm ..."", ""Claim 5: control algorithm ..."", ""Claim 6: system integration ...""]"
pat_358aa8102b,Method for battery chemistry,2019-04-30,Univ. Tech Labs,Claims a novel apparatus improving stability using optimized buffer.,"[""Claim 1: control algorithm ..."", ""Claim 2: composition ..."", ""Claim 3: composition ..."", ""Claim 4: method step ..."", ""Claim 5: system integration ..."", ""Claim 6: control algorithm ..."", ""Claim 7: system integration ...""]"
pat_8adf9c7ab2,Device for biosensors,2022-06-10,Univ. Tech Labs,Claims a composition improving stability using nanoporous films.,"[""Claim 1: control algorithm ..."", ""Claim 2: composition ..."", ""Claim 3: control algorithm ..."", ""Claim 4: system integration ..."", ""Claim 5: composition ..."", ""Claim 6: composition ..."", ""Claim 7: control algorithm ..."", ""Claim 8: control algorithm ..."", ""Claim 9: system integration ...""]"
pat_e1256450f2,Device for microfluidics,2017-06-30,SpinOut Biotech,Claims a composition improving throughput using optimized buffer.,"[""Claim 1: system integration ..."", ""Claim 2: control algorithm ..."", ""Claim 3: composition ..."", ""Claim 4: method step ..."", ""Claim 5: composition ..."", ""Claim 6: control algorithm ..."", ""Claim 7: system integration ..."", ""Claim 8: control algorithm ..."", ""Claim 9: system integration ...""]"
pat_b5872d58ee,Device for lab-on-a-chip,2021-12-21,SpinOut Biotech,Claims a controller improving selectivity using optimized buffer.,"[""Claim 1: control algorithm ..."", ""Claim 2: composition ..."", ""Claim 3: control algorithm ..."", ""Claim 4: control algorithm ..."", ""Claim 5: method step ..."", ""Claim 6: method step ..."", ""Claim 7: system integration ..."", ""Claim 8: method step ...""]"
pat_b4ee6a65d6,Composition for mRNA therapeutics,2013-05-07,GlobalChem,Claims a composition improving stability using microchannels.,"[""Claim 1: method step ..."", ""Claim 2: method step ..."", ""Claim 3: composition ..."", ""Claim 4: method step ..."", ""Claim 5: method step ...""]"
pat_7e411eba01,Device for nanopore sequencing,2020-03-22,DeepMaterials Inc,Claims a method improving throughput using microchannels.,"[""Claim 1: system integration ..."", ""Claim 2: control algorithm ..."", ""Claim 3: method step ..."", ""Claim 4: method step ..."", ""Claim 5: control algorithm ...""]"
pat_71cc57790d,Composition for AI-driven medicinal chemistry,2022-07-17,Independent Inventor,Claims a composition improving selectivity using microchannels.,"[""Claim 1: composition ..."", ""Claim 2: control algorithm ..."", ""Claim 3: control algorithm ..."", ""Claim 4: control algorithm ..."", ""Claim 5: control algorithm ..."", ""Claim 6: method step ..."", ""Claim 7: system integration ..."", ""Claim 8: method step ..."", ""Claim 9: method step ..."", ""Claim 10: method step ...""]"
pat_dcbf8b7a47,Device for mRNA therapeutics,2020-02-14,SpinOut Biotech,Claims a controller improving selectivity using nanoporous films.,"[""Claim 1: method step ..."", ""Claim 2: composition ..."", ""Claim 3: control algorithm ..."", ""Claim 4: system integration ..."", ""Claim 5: method step ..."", ""Claim 6: control algorithm ..."", ""Claim 7: control algorithm ..."", ""Claim 8: control algorithm ..."", ""Claim 9: control algorithm ..."", ""Claim 10: composition ..."", ""Claim 11: method step ...""]"
pat_1501661e43,System for bioprinting,2015-01-03,MedDevice Corp,Claims a controller improving yield using ML control.,"[""Claim 1: method step ..."", ""Claim 2: system integration ..."", ""Claim 3: control algorithm ..."", ""Claim 4: system integration ..."", ""Claim 5: system integration ...""]"
pat_0062ad8c8e,System for single-cell multiomics,2020-11-12,SpinOut Biotech,Claims a novel apparatus improving yield using nanoporous films.,"[""Claim 1: control algorithm ..."", ""Claim 2: composition ..."", ""Claim 3: control algorithm ..."", ""Claim 4: composition ..."", ""Claim 5: method step ..."", ""Claim 6: composition ..."", ""Claim 7: system integration ..."", ""Claim 8: method step ..."", ""Claim 9: method step ...""]"
pat_ab721b490e,Method for single-cell multiomics,2016-04-22,Independent Inventor,Claims a novel apparatus improving stability using ML control.,"[""Claim 1: method step ..."", ""Claim 2: control algorithm ..."", ""Claim 3: control algorithm ..."", ""Claim 4: method step ..."", ""Claim 5: control algorithm ..."", ""Claim 6: system integration ..."", ""Claim 7: system integration ..."", ""Claim 8: composition ...""]"
pat_23e015425b,Device for robotic prosthetics,2009-09-11,DeepMaterials Inc,Claims a method improving selectivity using nanoporous films.,"[""Claim 1: method step ..."", ""Claim 2: control algorithm ..."", ""Claim 3: control algorithm ..."", ""Claim 4: control algorithm ..."", ""Claim 5: composition ..."", ""Claim 6: composition ..."", ""Claim 7: system integration ..."", ""Claim 8: control algorithm ..."", ""Claim 9: method step ..."", ""Claim 10: system integration ...""]"
pat_fde0c0a4e5,Composition for photovoltaic perovskites,2010-05-11,Independent Inventor,Claims a novel apparatus improving selectivity using optimized buffer.,"[""Claim 1: method step ..."", ""Claim 2: composition ..."", ""Claim 3: control algorithm ..."", ""Claim 4: control algorithm ..."", ""Claim 5: control algorithm ..."", ""Claim 6: system integration ..."", ""Claim 7: method step ..."", ""Claim 8: control algorithm ...""]"
pat_f8519b6044,Composition for lab-on-a-chip,2016-02-04,Independent Inventor,Claims a controller improving yield using nanoporous films.,"[""Claim 1: method step ..."", ""Claim 2: method step ..."", ""Claim 3: control algorithm ..."", ""Claim 4: composition ..."", ""Claim 5: system integration ..."", ""Claim 6: method step ...""]"
pat_bbe46a6f4c,Composition for graphene membranes,2016-09-11,SpinOut Biotech,Claims a novel apparatus improving yield using optimized buffer.,"[""Claim 1: system integration ..."", ""Claim 2: control algorithm ..."", ""Claim 3: composition ..."", ""Claim 4: composition ..."", ""Claim 5: control algorithm ..."", ""Claim 6: control algorithm ..."", ""Claim 7: composition ..."", ""Claim 8: method step ...""]"
pat_c5a4199dee,Device for solid-state cooling,2022-06-17,SpinOut Biotech,Claims a novel apparatus improving yield using optimized buffer.,"[""Claim 1: composition ..."", ""Claim 2: control algorithm ..."", ""Claim 3: system integration ..."", ""Claim 4: control algorithm ..."", ""Claim 5: system integration ..."", ""Claim 6: method step ..."", ""Claim 7: method step ..."", ""Claim 8: control algorithm ...""]"
pat_b8f46be39f,Method for photovoltaic perovskites,2013-12-22,Independent Inventor,Claims a composition improving yield using ML control.,"[""Claim 1: control algorithm ..."", ""Claim 2: method step ..."", ""Claim 3: control algorithm ..."", ""Claim 4: method step ..."", ""Claim 5: system integration ..."", ""Claim 6: control algorithm ..."", ""Claim 7: system integration ...""]"
pat_c041b856be,System for biosensors,2016-10-25,DeepMaterials Inc,Claims a composition improving selectivity using optimized buffer.,"[""Claim 1: method step ..."", ""Claim 2: composition ..."", ""Claim 3: composition ..."", ""Claim 4: composition ..."", ""Claim 5: method step ..."", ""Claim 6: composition ..."", ""Claim 7: method step ..."", ""Claim 8: composition ..."", ""Claim 9: method step ...""]"
pat_ac36bd643b,Device for CAR-T manufacturing,2017-04-02,GlobalChem,Claims a method improving yield using ML control.,"[""Claim 1: system integration ..."", ""Claim 2: composition ..."", ""Claim 3: composition ..."", ""Claim 4: method step ..."", ""Claim 5: system integration ..."", ""Claim 6: composition ..."", ""Claim 7: method step ..."", ""Claim 8: system integration ..."", ""Claim 9: method step ..."", ""Claim 10: control algorithm ...""]"
pat_cf3533e148,Device for protein engineering,2024-03-26,Independent Inventor,Claims a method improving yield using microchannels.,"[""Claim 1: control algorithm ..."", ""Claim 2: control algorithm ..."", ""Claim 3: control algorithm ..."", ""Claim 4: method step ..."", ""Claim 5: composition ..."", ""Claim 6: system integration ...""]"
pat_c5b68bd55f,Composition for biosensors,2023-07-12,Univ. Tech Labs,Claims a composition improving selectivity using nanoporous films.,"[""Claim 1: composition ..."", ""Claim 2: method step ..."", ""Claim 3: control algorithm ..."", ""Claim 4: system integration ..."", ""Claim 5: method step ..."", ""Claim 6: control algorithm ..."", ""Claim 7: control algorithm ..."", ""Claim 8: control algorithm ..."", ""Claim 9: composition ..."", ""Claim 10: composition ..."", ""Claim 11: control algorithm ...""]"
pat_ea11f6a4f2,Method for CAR-T manufacturing,2023-02-22,Univ. Tech Labs,Claims a method improving stability using microchannels.,"[""Claim 1: system integration ..."", ""Claim 2: composition ..."", ""Claim 3: composition ..."", ""Claim 4: system integration ..."", ""Claim 5: system integration ..."", ""Claim 6: composition ..."", ""Claim 7: composition ..."", ""Claim 8: control algorithm ..."", ""Claim 9: control algorithm ...""]"
pat_bbab5512df,Device for biosensors,2023-12-17,OmicsCore SA,Claims a novel apparatus improving selectivity using optimized buffer.,"[""Claim 1: system integration ..."", ""Claim 2: system integration ..."", ""Claim 3: system integration ..."", ""Claim 4: control algorithm ..."", ""Claim 5: control algorithm ..."", ""Claim 6: system integration ..."", ""Claim 7: control algorithm ..."", ""Claim 8: system integration ..."", ""Claim 9: composition ..."", ""Claim 10: control algorithm ..."", ""Claim 11: system integration ...""]"
pat_0bb50ca499,System for solid-state cooling,2017-11-06,Univ. Tech Labs,Claims a method improving throughput using ML control.,"[""Claim 1: system integration ..."", ""Claim 2: composition ..."", ""Claim 3: system integration ..."", ""Claim 4: system integration ..."", ""Claim 5: method step ...""]"
pat_f7f285589e,Method for robotic prosthetics,2012-02-04,DeepMaterials Inc,Claims a method improving throughput using optimized buffer.,"[""Claim 1: control algorithm ..."", ""Claim 2: method step ..."", ""Claim 3: system integration ..."", ""Claim 4: composition ..."", ""Claim 5: control algorithm ...""]"
pat_97493d7f64,System for wearable health sensors,2025-04-09,OmicsCore SA,Claims a method improving throughput using microchannels.,"[""Claim 1: control algorithm ..."", ""Claim 2: system integration ..."", ""Claim 3: composition ..."", ""Claim 4: composition ..."", ""Claim 5: method step ..."", ""Claim 6: system integration ..."", ""Claim 7: control algorithm ..."", ""Claim 8: method step ..."", ""Claim 9: system integration ...""]"
pat_045dc75e39,Composition for bioprinting,2024-10-01,MedDevice Corp,Claims a controller improving yield using optimized buffer.,"[""Claim 1: composition ..."", ""Claim 2: control algorithm ..."", ""Claim 3: method step ..."", ""Claim 4: system integration ..."", ""Claim 5: control algorithm ..."", ""Claim 6: method step ..."", ""Claim 7: control algorithm ...""]"
pat_40ae570744,Composition for ultrafast Li-ion charging,2012-03-10,MedDevice Corp,Claims a novel apparatus improving stability using optimized buffer.,"[""Claim 1: control algorithm ..."", ""Claim 2: method step ..."", ""Claim 3: method step ..."", ""Claim 4: system integration ..."", ""Claim 5: system integration ..."", ""Claim 6: composition ..."", ""Claim 7: method step ...""]"
pat_fc2b8500c7,Method for battery chemistry,2013-04-19,GlobalChem,Claims a composition improving selectivity using ML control.,"[""Claim 1: method step ..."", ""Claim 2: composition ..."", ""Claim 3: composition ..."", ""Claim 4: composition ..."", ""Claim 5: method step ..."", ""Claim 6: method step ..."", ""Claim 7: system integration ...""]"
