seed_id,title,abstract,topic,date
seed_01a16593e3,Car-T Manufacturing — technology brief 1741,"Brief describing CAR-T manufacturing. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",CAR-T manufacturing,2020-03-16
seed_cbc5e6cd02,Ultrafast Li-Ion Charging — technology brief 1742,"Brief describing ultrafast Li-ion charging. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",ultrafast Li-ion charging,2020-11-16
seed_f9599ca249,Single-Cell Multiomics — technology brief 1743,"Brief describing single-cell multiomics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",single-cell multiomics,2025-03-28
seed_dbeff3daa6,Protein Engineering — technology brief 1744,"Brief describing protein engineering. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",protein engineering,2019-10-21
seed_aee07f8e0b,Mrna Therapeutics — technology brief 1745,"Brief describing mRNA therapeutics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",mRNA therapeutics,2022-05-01
seed_9c7f4b4436,Mrna Therapeutics — technology brief 1746,"Brief describing mRNA therapeutics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",mRNA therapeutics,2018-03-04
seed_6c5d7a31c4,Solid-State Cooling — technology brief 1747,"Brief describing solid-state cooling. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",solid-state cooling,2021-08-26
seed_6e2b29096c,Ai-Driven Medicinal Chemistry — technology brief 1748,"Brief describing AI-driven medicinal chemistry. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",AI-driven medicinal chemistry,2025-09-05
seed_5a56b3e1ba,Mrna Therapeutics — technology brief 1749,"Brief describing mRNA therapeutics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",mRNA therapeutics,2023-05-27
seed_668bab0b7a,Photovoltaic Perovskites — technology brief 1750,"Brief describing photovoltaic perovskites. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",photovoltaic perovskites,2018-03-28
seed_08cb381312,Photovoltaic Perovskites — technology brief 1751,"Brief describing photovoltaic perovskites. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",photovoltaic perovskites,2020-09-09
seed_90522db3cc,Protein Engineering — technology brief 1752,"Brief describing protein engineering. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",protein engineering,2022-09-07
seed_c517194b55,Wearable Health Sensors — technology brief 1753,"Brief describing wearable health sensors. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",wearable health sensors,2018-01-24
seed_713257dd90,Bioreactor Control — technology brief 1754,"Brief describing bioreactor control. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",bioreactor control,2021-08-19
seed_0a05f899db,Lab-On-A-Chip — technology brief 1755,"Brief describing lab-on-a-chip. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",lab-on-a-chip,2022-06-15
seed_9cf61eb67d,Lab-On-A-Chip — technology brief 1756,"Brief describing lab-on-a-chip. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",lab-on-a-chip,2025-11-14
seed_86cd95a934,Ultrafast Li-Ion Charging — technology brief 1757,"Brief describing ultrafast Li-ion charging. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",ultrafast Li-ion charging,2019-07-27
seed_ceea6be7da,Photovoltaic Perovskites — technology brief 1758,"Brief describing photovoltaic perovskites. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",photovoltaic perovskites,2021-05-15
seed_af249001c6,Diagnostic Imaging — technology brief 1759,"Brief describing diagnostic imaging. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",diagnostic imaging,2020-01-28
seed_d36f56b29d,Mrna Therapeutics — technology brief 1760,"Brief describing mRNA therapeutics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",mRNA therapeutics,2021-03-29
seed_d54998c9cb,Ultrafast Li-Ion Charging — technology brief 1761,"Brief describing ultrafast Li-ion charging. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",ultrafast Li-ion charging,2019-03-22
seed_ad14bf69e7,Gene Editing (Crispr) — technology brief 1762,"Brief describing gene editing (CRISPR). Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",gene editing (CRISPR),2019-09-16
seed_02b8a7c5e8,Lab-On-A-Chip — technology brief 1763,"Brief describing lab-on-a-chip. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",lab-on-a-chip,2022-05-12
